Id,tableId,rowIndex,status_bin,status_txt,predicted_prob,predicted_status_code,predicted_status_label,unresolved_probability,resolved_probability
2541,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,58,,"July, 3 2017 - Vegetation cover on the ROW is 80-100% compared to the off-ROW control.  Vegetation consists predominantly of yellow sweet clover and alsike clover within disturbed areas. Timothy and brome were also identified within tract.  Low vegetation issue observed in 2015 resolved. - KP 22+460 - Canada thistle observed, recommend weed control.  - Nearly level to moderate height ditch line roach observed throughout. - KP 23+180, previously identified erosion appears to have worsened, recommend installation of erosion control measures. - No subsidence observed within ¼ July 23, 2017 – KP 22+460 to 22+500 – Intermittent herbicide application conducted to control perennial sow thistle and Canada thistle.  Issue resolved. August 26, 2017 – KP 23+180 – Installed erosion control measures within previously noted erosion.  Issue resolved. October 4, 2017 – KP 23+380 – Herbicide application conducted to control Canada thistle.  Issue resolved. - Effective noxious weed control observed on remaining portions of ¼.",[0.01975079 0.9802492 ],1,Resolved,0.01975079,0.9802492
2542,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,59,,"July 3, 2017 -• Vegetation cover on the ROW is 80-100% compared to the off-ROW control. Vegetation consists predominantly of alsike clover and yellow sweet clover within disturbed areas. Timothy and brome were also identified within tract.  Low vegetation issue observed in 2015 resolved. - No noxious weeds observed within ¼. - Nearly level to moderate height ditch line roach observed throughout ¼. - No subsidence or erosion observed within ¼ July 23, 2017 – KP 23+400 to 23+500 – Intermittent herbicide application conducted to control scentless chamomile and ox eye daisy.  Issue resolved October 4, 2017 - No noxious weeds were observed.  Effective control of scentless chamomile and oxeye daisy observed.",[0.03069176 0.96930826],1,Resolved,0.03069176,0.96930826
2543,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,60,,"July 3, 2017 - Vegetation cover on the ROW is 80-100% compared to the off-ROW control.  Vegetation consists predominantly of alsike clover and yellow sweet clover within disturbed areas. Timothy and brome were also identified within tract - No noxious weeds observed within ¼. - Nearly level to moderate height ditch line roach observed throughout ¼. - No subsidence or erosion observed within ¼ October 4, 2017 - No noxious weeds were observed.",[0.00658892 0.9934111 ],1,Resolved,0.006588922,0.9934111
2544,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,61,,"July 3, 2017 - CH8.5 Unnamed Tributary to Midget Creek - KP 23+565, banks are stable and well vegetated, minimal flow is present at this time. Willow live stakes observed.  Water table very high at this time  - Vegetation cover on the ROW is 80-100% compared to the off-ROW control. Vegetation consists predominantly of timothy, brome, sedges, and a few emerging willows. - KP 23+540 – Recommend removal of Silt fence on both sides of watercourse.  Vegetation is providing adequate sediment control. August 26, 2017 – KP 23+540 - Silt fencing was removed from both sides of watercourse.  Issue resolved.",[0.03267126 0.9673287 ],1,Resolved,0.03267126,0.9673287
2545,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,62,,"July 3, 2017 - Vegetation cover on the ROW is 80-100% compared to the off-ROW control.  Vegetation consists predominantly of alsike clover and yellow sweet clover within disturbed areas. Timothy and brome were also identified within tract.  Low vegetation issue observed in 2015 resolved. - No noxious weeds observed within ¼. - Nearly level to moderate height ditch line roach observed throughout ¼. - No subsidence or erosion observed within ¼ October 4, 2017 - No noxious weeds were observed.",[0.00795466 0.9920453 ],1,Resolved,0.007954661,0.9920453
2546,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,63,,"July 3, 2017 - Vegetation cover on the ROW is 80-100% compared to the off-ROW control.  Vegetation consists predominantly of alsike clover and yellow sweet clover within disturbed areas. Timothy and brome were also identified within tract.  Low vegetation issue observed in 2015 resolved. - No noxious weeds observed within ¼. - Nearly level to moderate height ditch line roach observed throughout ¼. - No subsidence or erosion observed within ¼ October 4, 2017 - No noxious weeds were observed.",[0.01195723 0.98804283],1,Resolved,0.011957229,0.98804283
2547,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,64,,"July 3, 2017 - Vegetation cover on the ROW is 65 - 80% compared to the off ROW control. Native grasses clover and willows establishing in low areas.  Low vegetation issue observed in 2015 resolved. - Trench crown present and appears to be stable with functional cross drains. July 23, 2017 – KP 24+800 – Herbicide application conducted to control scentless chamomile.  Issue resolved. October 4, 2017 - No noxious weeds were observed.  Effective control of scentless chamomile observed.",[0.09197094 0.9080291 ],1,Resolved,0.091970935,0.9080291
2548,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,65,,"July 3, 2017 - Vegetation cover on the ROW is 65 - 80% compared to the off ROW control. Native grasses and willows establishing in low areas.  Low vegetation issue observed in 2015 resolved. - Trench crown present and appears to be stable with a moderate height through tract. October 4, 2017 – No noxious weeds observed.",[0.04796036 0.95203966],1,Resolved,0.04796036,0.95203966
2549,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,66,,"July 3, 2017 - Stabilized sign and marker posts, issue resolved. - KP 25+020 unnamed tributary to Midget Creek.  Observed some ponding on ditch line. Recommend repairs. Willow plugs on watercourse bank observed. August 29, 2017 – Repairs completed to alleviate ponding issue.  Issue resolved.",[0.6926293  0.30737072],0,Unresolved,0.6926293,0.30737072
2550,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,67,,"July 3, 2017 - Vegetation cover on the ROW is 65 - 80% compared to the off ROW control. Native grasses and willows establishing in low areas.  Low vegetation issue observed in 2015 resolved. - Trench crown present and appears to be stable with a moderate height through tract. - KP 25+230 – Erosion issue no longer evident.  Issue resolved. July 23, 2017 – KP 25+000 to 25+200, and 25+220 – Intermittent herbicide application conducted to control scentless chamomile and perennial sow thistle.  Issue resolved. October 4, 2017 – KP 25+060 – herbicide application conducted to control scentless chamomile.  Issue resolved. - Effective control of noxious weeds on remaining portions of ¼.",[0.08388686 0.91611314],1,Resolved,0.08388686,0.91611314
2551,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,68,,"July 3, 2017 - Vegetation cover on the ROW is 65 - 80% compared to the off ROW control. Native grasses and willows establishing in low areas.  Low vegetation issue observed in 2015 resolved. - Trench crown present and appears to be stable with a moderate height through tract. - KP 25+230 – Erosion issue no longer evident.  Issue resolved. July 23, 2017 – KP 25+000 to 25+200, and 25+220 – Intermittent herbicide application conducted to control scentless chamomile and perennial sow thistle.  Issue resolved. October 4, 2017 – KP 25+060 – herbicide application conducted to control scentless chamomile.  Issue resolved. - Effective control of noxious weeds on remaining portions of ¼.",[0.07193968 0.9280603 ],1,Resolved,0.071939684,0.9280603
2552,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,69,,"- Treed swamp on ROW from KP 25+095 to 25+284 appears stable and at proper functionality. - Vegetation establishment is 80-100% comparable to off ROW control with some areas exhibiting 65-80%. Good establishment of graminoids on ROW with willows, spruce a",[0.01603665 0.9839633 ],1,Resolved,0.016036654,0.9839633
2553,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,70,,"July 3, 2017 - Stabilized sign and marker posts, issue resolved. - KP 25+200 observed drainage functioning well, willow plugs observed. - KP 25+180 – Recommend removal of silt fence.  Vegetation providing adequate sediment control - Recommend repairing silt fence on both sides of tributary, as it is still required. - KP 25+260 – marker requires repairs. October 4, 2017 – KP 25+180 – silt fence removed, issue resolved. - Silt fence on both sides of tributary repaired, issue resolved. - KP 25+260 – marker post repaired, issue resolve.",[0.15088598 0.849114  ],1,Resolved,0.15088598,0.849114
2554,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,71,,"July 3, 2017 - Vegetation cover on the ROW is 65 - 80% compared to the off ROW control. Native grasses and willows establishing in low areas.  Low vegetation issue observed in 2015 resolved. - Trench crown present and appears to be stable with a moderate height through tract. October 4, 2017 – No noxious weeds observed.",[0.05666522 0.94333476],1,Resolved,0.056665216,0.94333476
2555,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,72,,"July 3, 2017 - Vegetation cover on the ROW is 65 - 80% compared to the off ROW control. Native grasses and willows establishing in low areas.  Low vegetation issue observed in 2015 resolved. - Trench crown present and appears to be stable with a moderate height through tract. October 4, 2017 – No noxious weeds observed.",[0.05245744 0.9475426 ],1,Resolved,0.052457437,0.9475426
2556,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,73,,"- Treed swamp on ROW from KP 25+337 to 25+997 appears stable and at proper functionality. - Vegetation establishment is 80-100% comparable to off ROW control with some areas exhibiting 50-65% and 65-80%. Good establishment of graminoids, willows and mosse",[0.01215016 0.9878498 ],1,Resolved,0.012150162,0.9878498
2557,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,74,,"July 3, 2017 - unnamed tributary to midget creek. Low flow rate, good cobble, banks were stable and vegetating well. Willow plugs observed. - Cobble is no longer high, issue resolved. - KP 25+710 – Erosion previously noted is no longer present.  Issue resolved.",[0.0113843 0.9886157],1,Resolved,0.011384299,0.9886157
2558,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,75,,"July 3, 2017 - Vegetation cover on the ROW is 65 - 80% compared to the off ROW control. Native grasses and willows establishing in low areas. Predominantly clover.  Low vegetation issue observed in 2015 resolved.- Trench crown present and appears to be stable with a moderate height through tract. July 23, 2017 – KP 25+300 and 25+550 – Herbicide application conducted to control scentless chamomile and ox eye daisy.  Issue resolved. October 4, 2017 – KP 26+030 – Herbicide application conducted to control Canada thistle.  Issue resolved. - Effective control of noxious weeds observed on remaining portions of ¼.",[0.14167379 0.85832626],1,Resolved,0.14167379,0.85832626
2559,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,76,,- Treed swamp on ROW from KP 26+000 to 26+805 appears stable and at proper functionality. - Vegetation establishment is 80-100% comparable to off ROW control with some areas exhibiting 50-65% and 65-80% mainly on ditch line. Good establishment of graminoi,[0.01570033 0.98429966],1,Resolved,0.015700327,0.98429966
2560,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,77,,- Treed swamp on ROW from KP 26+000 to 26+805 appears stable and at proper functionality. - Vegetation establishment is 80-100% comparable to off ROW control with some areas exhibiting 50-65% and 65-80% mainly on ditch line. Good establishment of graminoi,[0.01687679 0.98312324],1,Resolved,0.016876794,0.98312324
2561,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,78,,- Treed swamp on ROW from KP 26+000 to 26+805 appears stable and at proper functionality. - Vegetation establishment is 80-100% comparable to off ROW control with some areas exhibiting 50-65% and 65-80% mainly on ditch line. Good establishment of graminoi,[0.01719213 0.9828079 ],1,Resolved,0.01719213,0.9828079
2562,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,79,,"July 3, 2017 - Vegetation cover on the ROW is 65 - 80% compared to the off ROW control. Native grasses and willows establishing in low areas. Consisting predominantly of clover, aspen, and some brome.  Low vegetation issue observed in 2015 resolved. - Trench crown present and stable. - No noxious weeds identified on track.  - Areas of excellent establishment of willows and grasses providing natural line of sight barrier.  October 4, 2017 – KP 26+770 to 26+800 – Intermittent herbicide application conducted to control Canada thistle.  Issue resolved.",[0.08675898 0.91324097],1,Resolved,0.08675898,0.91324097
2563,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,80,,"July 3, 2017 - Vegetation cover on the ROW is 65 - 80%, with areas of 80 – 100%, compared to the off ROW control. Native grasses and willows establishing in low areas.  Tract predominantly clover, raspberry’s.  Low vegetation issue observed in 2015 resolved. - No weeds observed on tract  October 4, 2017 - No noxious weeds were observed.",[0.02426518 0.97573483],1,Resolved,0.024265181,0.97573483
2564,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,81,,"- Shrubby Fen on ROW from KP 27+610 to 28+109 appears stable and at proper functionality. - Vegetation establishment is 80-100% comparable to off ROW control with some areas exhibiting 65-80% mainly on ditch line. Good establishment of rushes, willows and",[0.01657174 0.9834283 ],1,Resolved,0.016571736,0.9834283
2565,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,82,,"- Shrubby Fen on ROW from KP 27+610 to 28+109 appears stable and at proper functionality. - Vegetation establishment is 80-100% comparable to off ROW control with some areas exhibiting 65-80% mainly on ditch line. Good establishment of rushes, willows and",[0.01272398 0.987276  ],1,Resolved,0.0127239805,0.987276
2566,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,83,,"July 3, 2017 - Vegetation cover on the ROW is 65 - 80%, with areas of 80 – 100%, compared to the off ROW control. Native grasses and willows establishing in low areas.  Tract predominantly clover, raspberry’s.  Low vegetation issue observed in 2015 resolved. - No weeds observed on tract  - KP 28+000 - Water ponding observed, recommend repairs. - KP 28+050 – Previously noted erosion is no longer evident, issue resolved. August 26, 2017 – KP 28+000 – Ponding repaired with cross drain.  Issue resolved. October 4, 2017 - No noxious weeds were observed.",[0.02433558 0.9756645 ],1,Resolved,0.02433558,0.9756645
2567,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,84,,"July 3, 2017 - 65-80% overall vegetation establishment within this tract, consisting predominantly of alsike clover across the ROW.  A considerable amount of brome is also present with some wheatgrass and timothy as well.  Low vegetation issue observed in 2015 resolved. - Cross drains appear to be accommodating migration of water appropriately - KP 28+600 to 29+100 - Areas of previously identified erosion remain, although there is no impact to the recovery of the ROW, vegetation is filling in.  No work recommended.  Issue resolved. - KP 28+775 – Erosion, recommended for repairs. July 23, 2017 – KP 28+650 – Herbicide application conducted to control scentless chamomile.  Issue resolved. August 27, 2017 – KP 28+775 – Erosion repaired with erosion control materials installed.  Issue resolved. October 4, 2017 - No noxious weeds were observed.  Effective control of scentless chamomile observed.",[0.01342645 0.9865736 ],1,Resolved,0.013426448,0.9865736
2568,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,85,,"July 3, 2017 - 65-80% overall vegetation establishment within this tract, consisting predominantly of alsike clover and American vetch, with brome, timothy and wheatgrass present as well. Low vegetation issue observed in 2015 resolved. - Aspen and willows are establishing along both sides of the pipeline right of way  - Minimal to moderate roach height exists throughout the tract with functional cross drains. - Pipeline marker posts were stabilized in this tract, issue resolved. - KP 29+300 – Erosion previously noted is no longer evident, issue resolved. October 4, 2017 - No noxious weeds were observed.",[0.01860354 0.9813965 ],1,Resolved,0.018603535,0.9813965
2569,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,86,,"July 3, 2017 - KP 29+200 – Erosion persists in drainage, recommend repairs. August 27, 2017 – Erosion repaired with the installation of erosion control materials.  Monitor in 2018.",[0.9915937  0.00840626],0,Unresolved,0.9915937,0.008406265
2570,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,87,,"July 3, 2017 - 65-80% overall vegetation establishment within this tract, with portions of the tract exhibiting higher density than average.  Vegetation consists predominantly of American vetch, with some alsike clover present, as well as brome, timothy and wheatgrass.  Low vegetation issue observed in 2015 resolved. October 4, 2017 - No noxious weeds were observed.",[0.03516411 0.9648358 ],1,Resolved,0.035164107,0.9648358
2571,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,88,,"July 3, 2017 – Slumping observed within portion of steep slope to creek, repairs recommended. – Midget Creek - Banks of the watercourse crossing exhibit some slumping, however coir lifts are stable and vegetating; Willow plugs observed, with good emergence of willow transplants between coir lifts on the east side of the crossing.  Coniferous trees plants on the upper banks observed.  Good vegetation establishment on upper banks.  Considerable flow is present at this time. - All silt fencing can be removed, with the exception of the section below the slumping  August 24, 2017 - Re-built sloughed diversion berm; Willow staked slope, added additional diversion berm on spoil side of ROW.  Slumping issue resolved. - Removed all silt fencing, with the exception of those downslope of repairs.  Issue resolved. October 04, 2017 – Seeded recent repaired areas with approved seed mix.",[0.02788996 0.9721101 ],1,Resolved,0.02788996,0.9721101
2572,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,89,,"July 3, 2017 - 65-80% overall vegetation establishment within this tract, with portions of the tract exhibiting higher density than average.  Vegetation consists predominantly of American vetch, with some alsike clover present, as well as brome, timothy and wheatgrass. October 4, 2017 - No noxious weeds were observed.",[0.01930138 0.98069865],1,Resolved,0.019301385,0.98069865
2573,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,90,,"July 3, 2017 - 65-80% overall vegetation establishment within this tract, consisting predominantly of sweet clover and alsike clover with brome, timothy and willows establishing.  Low vegetation issue observed in 2015 resolved October 4, 2017 - No noxious weeds were observed.",[0.05662777 0.9433722 ],1,Resolved,0.056627765,0.9433722
2574,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,91,,- Treed Fen on ROW from KP 30+327 to 30+570 appears stable and at proper functionality. - Vegetation establishment is 80-100% comparable to off ROW control with ditch line exhibiting 65-80% cover. Good establishment of rushes and willows on ROW with spruc,[0.02260275 0.97739726],1,Resolved,0.022602748,0.97739726
2575,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,92,,- Shrubby Fen on ROW from KP 30+350 to 31+100 appears stable and at proper functionality. - Vegetation establishment is 80-100% comparable to off ROW control with ditch line exhibiting 65-80% cover. Good establishment of rushes and willows on ROW with spr,[0.02146594 0.978534  ],1,Resolved,0.021465944,0.978534
2576,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,93,,"July 23, 2017 - July 23, 2017 – KP 30+350 to 31+000 – Intermittent herbicide application conducted to control scentless chamomile.  Issue resolved. October 4, 2017 - No noxious weeds were observed.  Effective control of scentless chamomile observed.",[0.10419471 0.89580524],1,Resolved,0.10419471,0.89580524
2577,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,94,,"July 3, 2017 - 65-80% overall vegetation establishment within this tract, consisting predominantly of sweet clover and alsike clover with brome, timothy and willows establishing.  Low vegetation issue observed in 2015 resolved. - KP 30+600 – Ponding water observed, recommend repairs. August 27, 2017 – KP 30+600 – Ponding water repaired by modification to cross drain, issue resolved. October 4, 2017 - No noxious weeds were observed.",[0.14303812 0.8569619 ],1,Resolved,0.14303812,0.8569619
2578,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,95,,- Shrubby Fen on ROW from KP 30+870 to 31+290 appears stable and at proper functionality. - Vegetation establishment is 80-100% comparable to off ROW control with some areas exhibiting 50-65% and 65-80% cover. Good establishment of rushes and willows on R,[0.01192765 0.9880724 ],1,Resolved,0.011927646,0.9880724
2583,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,100,,"July 3, 2017 - Reclaimed banks and slopes are stable, coir lifts remain stable, and vegetation remains somewhat sparse across reclaimed ditchline with emerging grasses and clovers evident.  Willow plugs observed.  Coniferous trees have been planted on the upper slopes of the crossing, exhibiting good survival rate.  Minimal flow was observed within the watercourse at this time - Silt fencing is still required, repairs recommended. - 65-80% vegetation establishment along upper slopes of watercourse consisting of alsike clover and sweet clover. - KP 31+575 – Erosion persists, repairs recommended. August 27, 2017 – KP 31+575 – Erosion repairs completed with installation of erosion control materials, issue resolved.  Monitor in 2018. October 4, 2107 - Silt fencing repairs completed.  Issue resolved.",[0.01626835 0.9837316 ],1,Resolved,0.016268352,0.9837316
2584,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,101,,- Treed fen on ROW from KP 31+310 to 31+820 is at proper functionality and appears stable. Mounding present west of road crossing from 31+450 to 31+500 for access control. - Vegetation establishment within wetland is 80-100% compared to off ROW with slope,[0.02982538 0.9701746 ],1,Resolved,0.029825378,0.9701746
2585,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,102,,"July 3, 2017 - 65-80% vegetation establishment along ditchline within the west end of the tract consisting mostly of horsetail.  Cattails, sedges and willows are establishing within low, wet areas. Low vegetation issue observed in 2015 resolved. - KP 31+700, 31+870, and 32+170 – Scentless chamomile (1 plant at each location) observed, hand-picked and disposed of.  Issue resolved. July 23, 2017 – KP 31+600 to 32+000 – Intermittent herbicide application conducted to control scentless chamomile and perennial sow thistle.  Issue resolved. October 4, 2017 - No noxious weeds were observed.  Effective control of scentless chamomile and perennial sow thistle observed.",[0.06844079 0.9315592 ],1,Resolved,0.06844079,0.9315592
2586,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,103,,- Treed Fen on ROW from 31+833 to 32+680 is at proper functionality and appears stable. Mounding present in wetland from KP 32+470 to 32+570; mounding is not affecting overall wetland function and providing microsite habitat opportunities. - Vegetation es,[0.00895296 0.9910471 ],1,Resolved,0.008952963,0.9910471
2587,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,104,,- Treed Fen on ROW from 31+833 to 32+680 is at proper functionality and appears stable. Mounding present in wetland from KP 32+470 to 32+570; mounding is not affecting overall wetland function and providing microsite habitat opportunities. - Vegetation es,[0.01058526 0.9894147 ],1,Resolved,0.0105852615,0.9894147
2588,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,105,,- Treed Fen on ROW from 31+833 to 32+680 is at proper functionality and appears stable. Mounding present in wetland from KP 32+470 to 32+570; mounding is not affecting overall wetland function and providing microsite habitat opportunities. - Vegetation es,[0.01032039 0.9896797 ],1,Resolved,0.010320386,0.9896797
2589,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,106,,- Shrubby Fen on ROW from 32+280 to 32+500 is at proper functionality and appears stable. Mounding present in wetland from KP 32+470 to 32+500; mounding is not affecting overall wetland function and providing microsite habitat opportunities. - Vegetation ,[0.00948123 0.99051875],1,Resolved,0.009481227,0.99051875
2590,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,107,,"July 4, 2017 - 65-80% overall vegetation establishment throughout this tract, consisting mostly of horsetail and sweet clover in the east end of the tract along ditch line, with good establishment of willows and alders across the right of way.  Low vegetation issue observed in 2015 resolved. - KP 32+290 to 32+930 – Scentless chamomile observed intermittently and ox eye daisy observed at KP 32+760, recommend weed control. July 23, 2017 – KP 32+240 to 33+000 – Intermittent herbicide application conducted to control scentless chamomile and ox eye daisy.  Issue resolved. October 4, 2017 - No noxious weeds were observed.  Effective control of scentless chamomile and ox eye daisy observed.",[0.09096617 0.90903383],1,Resolved,0.09096617,0.90903383
2591,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,108,,- Shrubby Fen on ROW from 32+500 to 32+871 is at proper functionality and appears stable. Mounding present in wetland from KP 32+500 to 32+570 and KP 32+730 to 32+850; mounding is not affecting overall wetland function and providing microsite habitat oppo,[0.00527544 0.9947246 ],1,Resolved,0.0052754446,0.9947246
2592,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,109,,"July 4, 2017 – KP 32+910 - Erosion previously identified is no longer evident, as vegetation is establishing well throughout this area.  No work required, issue resolved.",[0.00596914 0.9940309 ],1,Resolved,0.0059691374,0.9940309
2593,64a7ba33-ceee-4593-87a3-8f08dd46c8f4,110,,"July 4, 2017 - 65-80% overall vegetation establishment throughout this tract, consisting predominantly of sweet clover along the ditchline, with alsike clover also present. Low vegetation issue observed in 2015 resolved. - KP 33+100 to 33+250 – Scentless chamomile observed, recommend weed control. July 24, 2017 – KP 33+070 to 33+280 – Intermittent herbicide application conducted to control scentless chamomile.  Issue resolved. October 4, 2017 - No noxious weeds were observed.  Effective control of scentless chamomile observed.",[0.04682348 0.9531765 ],1,Resolved,0.046823476,0.9531765
2594,66e4d6ae-6ff9-4975-81ce-ef912dac1535,1,,"Monitor in 2012 and, if warranted, repair.",[0.9868838  0.01311623],0,Unresolved,0.9868838,0.013116226
2595,66e4d6ae-6ff9-4975-81ce-ef912dac1535,2,,"Monitor in 2012 and, if warranted, repair.",[0.98854405 0.01145591],0,Unresolved,0.98854405,0.0114559075
2596,66e4d6ae-6ff9-4975-81ce-ef912dac1535,3,,"Monitor in 2012 and, if warranted, repair.",[0.9896079  0.01039218],0,Unresolved,0.9896079,0.0103921825
2597,66e4d6ae-6ff9-4975-81ce-ef912dac1535,4,,"Monitor in 2012 and, if warranted, repair.",[0.988514   0.01148596],0,Unresolved,0.988514,0.011485964
2598,66e4d6ae-6ff9-4975-81ce-ef912dac1535,5,,"Soil tilled, filled with topsoil and seeded in 2011. Monitor in 2012.",[0.9872614  0.01273856],0,Unresolved,0.9872614,0.012738556
2599,66e4d6ae-6ff9-4975-81ce-ef912dac1535,6,,"Soil tilled, filled with topsoil and seeded in 2011. Monitor in 2012.",[0.991156   0.00884398],0,Unresolved,0.991156,0.008843976
2600,66e4d6ae-6ff9-4975-81ce-ef912dac1535,7,,"Monitor in 2012 and, if warranted, repair.",[0.99228853 0.00771145],0,Unresolved,0.99228853,0.007711451
2601,66e4d6ae-6ff9-4975-81ce-ef912dac1535,8,,"Monitor in 2012 and, if warranted, repair.",[0.98914707 0.01085292],0,Unresolved,0.98914707,0.010852925
2602,66e4d6ae-6ff9-4975-81ce-ef912dac1535,9,,No environmental issues identified during 2011 PCMP.,[0.01391709 0.98608285],1,Resolved,0.01391709,0.98608285
2603,66e4d6ae-6ff9-4975-81ce-ef912dac1535,10,,No environmental issues identified during the 2011 PCMP.,[0.00408535 0.99591464],1,Resolved,0.004085347,0.99591464
2604,66e4d6ae-6ff9-4975-81ce-ef912dac1535,11,,"Monitor in 2012 and if warranted, alleviate compaction.",[0.9920461  0.00795393],0,Unresolved,0.9920461,0.007953929
2605,66e4d6ae-6ff9-4975-81ce-ef912dac1535,12,,"Monitor in 2012 and, if warranted, alleviate compaction.",[0.98906124 0.01093876],0,Unresolved,0.98906124,0.01093876
2606,66e4d6ae-6ff9-4975-81ce-ef912dac1535,13,,"Monitor in 2012 and, if warranted, alleviate compaction.",[0.9900595  0.00994051],0,Unresolved,0.9900595,0.009940506
2607,66e4d6ae-6ff9-4975-81ce-ef912dac1535,14,,"Monitor in 2012 and, if warranted, alleviate compaction.",[0.990081 0.009919],0,Unresolved,0.990081,0.009918995
2608,66e4d6ae-6ff9-4975-81ce-ef912dac1535,15,,"Monitor in 2012 and, if warranted, alleviate compaction.",[0.98979706 0.01020302],0,Unresolved,0.98979706,0.010203024
2609,66e4d6ae-6ff9-4975-81ce-ef912dac1535,16,,"Soil tilled, smoothed and seeded in fall 2011. Monitor in 2012.",[0.9893913  0.01060866],0,Unresolved,0.9893913,0.010608657
2610,66e4d6ae-6ff9-4975-81ce-ef912dac1535,17,,Landowner has deep cultivated the soil; compaction potentially alleviated. Monitor in 2012,[0.98992586 0.01007419],0,Unresolved,0.98992586,0.010074193
2611,66e4d6ae-6ff9-4975-81ce-ef912dac1535,18,,No environmental issues identified during the 2011 PCMP.,[0.00553305 0.9944669 ],1,Resolved,0.0055330466,0.9944669
2612,66e4d6ae-6ff9-4975-81ce-ef912dac1535,19,,"Monitor in 2012 and, if warranted, repair.",[0.9910909  0.00890909],0,Unresolved,0.9910909,0.008909087
2613,66e4d6ae-6ff9-4975-81ce-ef912dac1535,20,,"Monitor in 2012 and, if warranted, repair.",[0.9939498  0.00605024],0,Unresolved,0.9939498,0.0060502393
2614,66e4d6ae-6ff9-4975-81ce-ef912dac1535,21,,"Monitor in 2012 and, if warranted, repair.",[0.99087965 0.00912034],0,Unresolved,0.99087965,0.009120338
2615,66e4d6ae-6ff9-4975-81ce-ef912dac1535,22,,"Monitor in 2012 and, if warranted, repair.",[0.9914152  0.00858484],0,Unresolved,0.9914152,0.008584842
2616,66e4d6ae-6ff9-4975-81ce-ef912dac1535,23,,"Soil tilled, filled with topsoil and seeded in 2011. Monitor in 2012.",[0.98768836 0.0123116 ],0,Unresolved,0.98768836,0.012311599
2617,66e4d6ae-6ff9-4975-81ce-ef912dac1535,24,,"Soil tilled, filled with topsoil and seeded in 2011. Monitor in 2012.",[0.9895794  0.01042059],0,Unresolved,0.9895794,0.010420586
2618,66e4d6ae-6ff9-4975-81ce-ef912dac1535,25,,"Monitor in 2012 and, if warranted, repair.",[0.9862345  0.01376547],0,Unresolved,0.9862345,0.013765469
2619,66e4d6ae-6ff9-4975-81ce-ef912dac1535,26,,"Monitor in 2012 and, if warranted, repair.",[0.98951364 0.01048629],0,Unresolved,0.98951364,0.010486288
2620,66e4d6ae-6ff9-4975-81ce-ef912dac1535,27,,Contact land owner in spring 2012 to assess and discuss possible reseeding. Monitor in 2012.,[0.98950946 0.01049052],0,Unresolved,0.98950946,0.010490524
2621,66e4d6ae-6ff9-4975-81ce-ef912dac1535,28,,Contact land owner in spring 2012 to assess and discuss possible reseeding. Monitor in 2012.,[0.9863131  0.01368691],0,Unresolved,0.9863131,0.0136869075
