tableId,rowIndex,rowCounter,status_txt
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,106,2,"- Vegetation establishment within wetland is 80-100% compared to off ROW. Dominant vegetation consisting of willows, herbaceous graminoids and forbes and broadleaf shrubs. Spruce trees successfully emerging onto ROW."
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,106,3,- No noxious weeds were observed on ROW. High density of Horsetail on roach. Common weeds will likely be outcompeted by natural vegetation through time.
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,106,4,- Trench crown present through wetland with sufficient breaks to allow for hydrology to be maintained.
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,106,5,- Substrate appears stable through good moisture holding capacity and uniform vegetation growth throughout wetland. Good organic matter content throughout substrate.
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,106,6,"- Wetland has high water table, slightly below surface, resulting in semi-saturated top layer and saturated subsoil."
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,106,7,- No subsidence or erosion rills evident in wetland.
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,106,8,"- Wetland is on trajectory to pre-construction state with appropriate contours achieved. Off ROW Spruce successfully emerging onto ROW, retaining species diversity. Wetland showing good habitat potential for wildlife; amphibians spotted on ROW."
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,107,1,"July 4, 2017 - 65-80% overall vegetation establishment throughout this tract, consisting mostly of horsetail and sweet clover in the east end of the tract along ditch line, with good establishment of willows and alders across the right of way. Low vegetation issue observed in 2015 resolved."
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,107,2,"July 4, 2017  - KP 32+290 to 32+930 – Scentless chamomile observed intermittently and ox eye daisy observed at KP 32+760, recommend weed control."
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,107,3,"July 23, 2017 – KP 32+240 to 33+000 – Intermittent herbicide application conducted to control scentless chamomile and ox eye daisy. Issue resolved."
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,107,4,"October 4, 2017 - No noxious weeds were observed. Effective control of scentless chamomile and ox eye daisy observed."
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,108,1,- Shrubby Fen on ROW from 32+500 to 32+871 is at proper functionality and appears stable. Mounding present in wetland from KP 32+500 to 32+570 and KP 32+730 to 32+850; mounding is not affecting overall wetland function and providing microsite habitat opportunities.
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,108,2,"- Vegetation establishment within wetland is 80-100% compared to off ROW. Dominant vegetation consisting of willows, herbaceous graminoids and forbes and broadleaf shrubs. Spruce trees successfully emerging onto ROW."
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,108,3,"- One (1) Scentless Chamomile plant found in wetland at KP 32+820. Plant was handpicked, bagged and disposed of. High Densities of Sweet Clover present throughout wetland; common weeds likely to be outcompeted by natural vegetation over time."
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,108,4,- Trench crown present through wetland with sufficient breaks to allow for hydrology to be maintained.
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,108,5,- Substrate appears stable through good moisture holding capacity and uniform vegetation growth throughout wetland. Good organic matter content throughout substrate.
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,108,6,"- Wetland has high water table, slightly below surface, resulting in semi-saturated top layer and saturated subsoil to semi-saturation of water with no standing water present throughout wetland - No subsidence or erosion rills evident in wetland."
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,108,7,"- Wetland is on trajectory to pre-construction state with appropriate contours achieved. Off ROW Spruce successfully emerging onto ROW, retaining species diversity. Wetland showing good habitat potential for wildlife; amphibians spotted on ROW."
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,109,1,"July 4, 2017 – KP 32+910 - Erosion previously identified is no longer evident, as vegetation is establishing well throughout this area. No work required, issue resolved."
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,110,1,"July 4, 2017 - 65-80% overall vegetation establishment throughout this tract, consisting predominantly of sweet clover along the ditchline, with alsike clover also present. Low vegetation issue observed in 2015 resolved."
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,110,2,"July 4, 2017  - KP 33+100 to 33+250 – Scentless chamomile observed, recommend weed control."
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,110,3,"July 24, 2017 – KP 33+070 to 33+280 – Intermittent herbicide application conducted to control scentless chamomile. Issue resolved."
64a7ba33-ceee-4593-87a3-8f08dd46c8f4,110,4,"October 4, 2017 - No noxious weeds were observed. Effective control of scentless chamomile observed."
67691780-af41-414b-a0c2-aa33a3442cdc,1,1,"June 5, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,1,2,- No noxious weeds identified.
67691780-af41-414b-a0c2-aa33a3442cdc,1,3,- No soil stability concerns noted. No issues.
67691780-af41-414b-a0c2-aa33a3442cdc,2,1,"June 5, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,2,2,- No noxious weeds identified.
67691780-af41-414b-a0c2-aa33a3442cdc,2,3,- No soil stability concerns noted. No issues.
67691780-af41-414b-a0c2-aa33a3442cdc,3,1,"June 5, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,3,2,- No noxious weeds identified.
67691780-af41-414b-a0c2-aa33a3442cdc,3,3,- No soil stability concerns noted. No issues.
67691780-af41-414b-a0c2-aa33a3442cdc,4,1,"June 5, 2017 - Vegetation cover on the ROW is 0 to 65%, compared to the off ROW control at the topsoil repair areas. Follow up later in growing season."
67691780-af41-414b-a0c2-aa33a3442cdc,4,2,- Vegetation cover on the ROW within the remaining portions of the ¼ is 80 to 100% compared to the off ROW control.
67691780-af41-414b-a0c2-aa33a3442cdc,4,3,- No noxious weeds identified.
67691780-af41-414b-a0c2-aa33a3442cdc,4,4,- Topsoil repairs completed in 2016 appear stable.
67691780-af41-414b-a0c2-aa33a3442cdc,4,5,- No soil stability concerns noted. No issues. Vegetation within 2016 repairs is now 80 – 100% compared to the off ROW control. All previous vegetation cover issues resolved.
67691780-af41-414b-a0c2-aa33a3442cdc,5,1,"June 5, 2017 - Vegetation cover on the ROW within the ¼ is 80 to 100% compared to the off ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,5,2,- No noxious weeds identified.
67691780-af41-414b-a0c2-aa33a3442cdc,5,3,"- Subsidence throughout quarter appears to have increased from 2016. June 17 – 19, 2017 - Completed subsidence repairs at KP 1+650 to 1+815, KP 1+840 to 860, and KP 2+100 to 2+230. Issues resolved. Repairs will be monitored in 2018."
67691780-af41-414b-a0c2-aa33a3442cdc,6,1,"June 5, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,6,2,- No noxious weeds identified.
67691780-af41-414b-a0c2-aa33a3442cdc,6,3,- No soil stability concerns noted. No issues.
67691780-af41-414b-a0c2-aa33a3442cdc,6,4,"June 13, 2017 – Landowner call received regarding subsidence at west end of ¼. Issue was assessed and repairs are recommended. July 5 - 9, 2017 – Subsidence repairs completed, issue."
67691780-af41-414b-a0c2-aa33a3442cdc,7,1,"June 5, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,7,2,- No noxious weeds identified.
67691780-af41-414b-a0c2-aa33a3442cdc,7,3,- No soil stability concerns noted. No issues.
67691780-af41-414b-a0c2-aa33a3442cdc,7,4,"June 13, 2017 – Landowner call received regarding subsidence at west end of ¼. Issue was assessed and repairs are recommended. July 5 - 9, 2017 – Subsidence repairs completed, issue."
67691780-af41-414b-a0c2-aa33a3442cdc,8,1,"June 5, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,8,2,- No noxious weeds identified.
67691780-af41-414b-a0c2-aa33a3442cdc,8,3,- No soil stability concerns noted. No issues.
67691780-af41-414b-a0c2-aa33a3442cdc,8,4,"June 13, 2017 – Landowner call received regarding subsidence at west end of ¼. Issue was assessed and repairs are recommended. July 5 - 9, 2017 – Subsidence repairs completed, issue resolved. Repairs will be monitored in 2018."
67691780-af41-414b-a0c2-aa33a3442cdc,9,1,resolved. Repairs will be monitored in 2018.
67691780-af41-414b-a0c2-aa33a3442cdc,10,1,"June 5, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off-ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,10,2,- No noxious weeds were observed in ¼ - Topsoil piles in place for upcoming subsidence repairs.
67691780-af41-414b-a0c2-aa33a3442cdc,10,3,"- No erosion was observed in this ¼ July 5 - 10, 2017 – KP 3+080 to 3+100 and 3+130 to 3+700 – subsidence repairs completed, issues resolved. Repairs will be monitored in 2018."
67691780-af41-414b-a0c2-aa33a3442cdc,11,1,"June 5, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off-ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,11,2,- No noxious weeds were observed in ¼ - Topsoil piles in place for upcoming subsidence repairs.
67691780-af41-414b-a0c2-aa33a3442cdc,11,3,"- No erosion was observed in this ¼ July 5 - 10, 2017 – KP 3+080 to 3+100 and 3+130 to 3+700 – subsidence repairs completed, issues resolved. Repairs will be monitored in 2018."
67691780-af41-414b-a0c2-aa33a3442cdc,12,1,"June 5, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off-ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,12,2,- No noxious weeds were observed in ¼ - Topsoil piles in place for upcoming subsidence repairs.
67691780-af41-414b-a0c2-aa33a3442cdc,12,3,"- No erosion was observed in this ¼ July 5 - 10, 2017 – KP 3+080 to 3+100 and 3+130 to 3+700 – subsidence repairs completed, issues resolved. Repairs will be monitored in 2018."
67691780-af41-414b-a0c2-aa33a3442cdc,13,1,"June 5, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off-ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,13,2,- No noxious weeds were observed in ¼ - Topsoil piles in place for upcoming subsidence repairs.
67691780-af41-414b-a0c2-aa33a3442cdc,13,3,"- No erosion was observed in this ¼ July 5 - 10, 2017 – KP 3+080 to 3+100 and 3+130 to 3+700 – subsidence repairs completed, issues resolved. Repairs will be monitored in 2018."
67691780-af41-414b-a0c2-aa33a3442cdc,14,1,"June 5, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off-ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,14,2,- No noxious weeds were observed in ¼ - Topsoil piles in place for upcoming subsidence repairs.
67691780-af41-414b-a0c2-aa33a3442cdc,14,3,"- No erosion was observed in this ¼ July 5 - 10, 2017 – KP 3+080 to 3+100 and 3+130 to 3+700 – subsidence repairs completed, issues resolved. Repairs will be monitored in 2018."
67691780-af41-414b-a0c2-aa33a3442cdc,15,1,"June 5, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off-ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,15,2,- No noxious weeds were observed in ¼ - No subsidence or erosion observed in this ¼.
67691780-af41-414b-a0c2-aa33a3442cdc,16,1,"June 5, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off-ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,16,2,"- No noxious weeds were observed in ¼ - KP 4+070, intermittent subsidence observed; Landowner is planning to cultivate this land, which will alleviate the subsidence, issue resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,16,3,"- No erosion was observed in this ¼ June 19 – 20, 2017 – KP 3+995, KP 4+445, KP 4+640 to 4+850 – Subsidence repairs completed, issues resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,16,4,"- No erosion was observed in this ¼ June 19 – 20, 2017 – KP 3+995, KP 4+445, KP 4+640 to 4+850 – Subsidence repairs completed, issues resolved. Repairs will be monitored in 2018."
67691780-af41-414b-a0c2-aa33a3442cdc,17,1,"June 5, 2017 - KP 4+625, drainage is well-vegetated and stable. Vegetation cover on the ROW is 80 to 100% compared to the off-ROW control. No signs of erosion. ."
67691780-af41-414b-a0c2-aa33a3442cdc,18,1,"June 5, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off-ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,18,2,"- No noxious weeds observed in this ¼ - KP 5+470 to 5+700 - Intermittent subsidence and ruts from farm equipment observed. Landowner plans to disk field, issues resolved. Repairs will be monitored in 2018 - No erosion was observed in this ¼."
67691780-af41-414b-a0c2-aa33a3442cdc,19,1,"June 5, 2017 - Vegetation cover on the ROW is 80 to 100% compared to the off-ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,19,2,"- No noxious weeds observed in this ¼ - KP 5+470 to 5+700 - Intermittent subsidence and ruts from farm equipment observed. Landowner plans to disk field, issues resolved. Repairs will be monitored in 2018 - No erosion was observed in this ¼."
67691780-af41-414b-a0c2-aa33a3442cdc,20,1,"June 5, 2017 - Vegetation cover on the ROW is 0-65% compared to the off-ROW control within 2016 subsidence repair areas (KP 6+285 to 6+300, KP 6+390 to 6+400, KP 6+575 to 6+600), monitor later in growing season. Vegetation cover within the remaining portions of the ¼ is 80 to 100% compared to the off-ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,20,2,"June 5, 2017   - No noxious weeds observed in this ¼ - No erosion observed, all previous issues resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,20,3,"June 5, 2017  - 2016 subsidence repairs (KP 6+285 to 6+300, KP 6+390 to 6+400, and KP 6+575 to 6+600) appear effective and subsidence has been eliminated. Issue resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,20,4,"June 5, 2017   - No subsidence or erosion observed in this ¼  - KP 6+685, sand bags and erosion control waddle installed appear to be working effectively. Area is now vegetated and erosion concerns eliminated. Issue resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,20,5,"June 5, 2017  - KP 6+150, drainage is functioning well, is well-vegetated, and is showing no signs of erosion."
67691780-af41-414b-a0c2-aa33a3442cdc,20,6,"July 16, 2017 – Vegetation within 2016 repairs is now 80 – 100% compared to the off ROW control. All previous."
67691780-af41-414b-a0c2-aa33a3442cdc,21,1,"June 5, 2017 - Vegetation cover on the ROW is 0-65% compared to the off-ROW control within 2016 subsidence repair areas (KP 6+285 to 6+300, KP 6+390 to 6+400, KP 6+575 to 6+600), monitor later in growing season. Vegetation cover within the remaining portions of the ¼ is 80 to 100% compared to the off-ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,21,2,"June 5, 2017   - No noxious weeds observed in this ¼ - No erosion observed, all previous issues resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,21,3,"June 5, 2017  - 2016 subsidence repairs (KP 6+285 to 6+300, KP 6+390 to 6+400, and KP 6+575 to 6+600) appear effective and subsidence has been eliminated. Issue resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,21,4,"June 5, 2017   - No subsidence or erosion observed in this ¼  - KP 6+685, sand bags and erosion control waddle installed appear to be working effectively. Area is now vegetated and erosion concerns eliminated. Issue resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,21,5,"June 5, 2017  - KP 6+150, drainage is functioning well, is well-vegetated, and is showing no signs of erosion."
67691780-af41-414b-a0c2-aa33a3442cdc,21,6,"July 16, 2017 – Vegetation within 2016 repairs is now 80 – 100% compared to the off ROW control. All previous."
67691780-af41-414b-a0c2-aa33a3442cdc,22,1,"June 5, 2017 - Vegetation cover on the ROW is 0-65% compared to the off-ROW control within 2016 subsidence repair areas (KP 6+285 to 6+300, KP 6+390 to 6+400, KP 6+575 to 6+600), monitor later in growing season. Vegetation cover within the remaining portions of the ¼ is 80 to 100% compared to the off-ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,22,2,"June 5, 2017   - No noxious weeds observed in this ¼ - No erosion observed, all previous issues resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,22,3,"June 5, 2017  - 2016 subsidence repairs (KP 6+285 to 6+300, KP 6+390 to 6+400, and KP 6+575 to 6+600) appear effective and subsidence has been eliminated. Issue resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,22,4,"June 5, 2017   - No subsidence or erosion observed in this ¼  - KP 6+685, sand bags and erosion control waddle installed appear to be working effectively. Area is now vegetated and erosion concerns eliminated. Issue resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,22,5,"June 5, 2017  - KP 6+150, drainage is functioning well, is well-vegetated, and is showing no signs of erosion."
67691780-af41-414b-a0c2-aa33a3442cdc,22,6,"July 16, 2017 – Vegetation within 2016 repairs is now 80 – 100% compared to the off ROW control. All previous vegetation cover issues resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,23,1,vegetation cover issues resolved.
67691780-af41-414b-a0c2-aa33a3442cdc,24,1,"June 5, 2017 - Vegetation cover on the ROW is 0-65% compared to the off-ROW control within 2016 subsidence repair areas (KP 7+050 to 7+100), monitor later in the growing season. Vegetation cover within the remaining portions of the ¼ is 80 to 100% compared to the off-ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,24,2,"June 5, 2017   - No noxious weeds observed in this ¼ - No subsidence or erosion observed in this ¼ July 16, 2017 – Vegetation within 2016 repairs is now 80 – 100% compared to the off ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,24,3,"- No noxious weeds observed in this ¼ - No subsidence or erosion observed in this ¼ July 16, 2017 – Vegetation within 2016 repairs is now 80 – 100% compared to the off ROW control. All previous vegetation cover issues resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,25,1,"June 5, 2017 - Vegetation cover on the ROW is 0-65% compared to the off-ROW control within 2016 subsidence repair areas (KP 7+050 to 7+100), monitor later in the growing season. Vegetation cover within the remaining portions of the ¼ is 80 to 100% compared to the off-ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,25,2,"June 5, 2017   - No noxious weeds observed in this ¼ - No subsidence or erosion observed in this ¼ July 16, 2017 – Vegetation within 2016 repairs is now 80 – 100% compared to the off ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,25,3,"- No noxious weeds observed in this ¼ - No subsidence or erosion observed in this ¼ July 16, 2017 – Vegetation within 2016 repairs is now 80 – 100% compared to the off ROW control. All previous vegetation cover issues resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,26,1,"June 5, 2017 - Vegetation cover on the ROW is 0 to 65%, compared to the off ROW control at the topsoil repair areas, KP 7+400 and 7+600, and KP 7+970 to 8+000, monitor later in growing season."
67691780-af41-414b-a0c2-aa33a3442cdc,26,2,"June 5, 2017  - Vegetation cover on the ROW within the remaining portions of the ¼ is 80 to 100% compared to the off ROW control. 2016 reduced vegetation cover issue is resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,26,3,"June 5, 2017  - No noxious weeds identified."
67691780-af41-414b-a0c2-aa33a3442cdc,26,4,"June 5, 2017  - No soil stability concerns noted. No issues."
67691780-af41-414b-a0c2-aa33a3442cdc,26,5,"July 16, 2017 – Vegetation within 2016 repairs is now 80 – 100% compared to the off ROW control. All previous vegetation cover issues resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,27,1,"June 6, 2017 - Vegetation establishment 80-100% comparable to off ROW control. Good establishment of grasses throughout tract."
67691780-af41-414b-a0c2-aa33a3442cdc,27,2,"June 6, 2017  - No noxious weeds were observed in tract."
67691780-af41-414b-a0c2-aa33a3442cdc,27,3,"June 6, 2017  - No ROW fence present in tract."
67691780-af41-414b-a0c2-aa33a3442cdc,27,4,"June 6, 2017  - Emergent marsh from KP 8+320 to 8+340 appears stable although no emerging wetland vegetation was observed. Wetland was dry at time of assessment, likely attributed to removal of upstream beaver dam. A lot of previous year litter was observed throughout wetland. This wetland appears to be at full, proper functionality. Pre-construction contours have been achieved with sufficient amount of vegetation establishment, maintained hydrology, substrate function, water quality, and habitat opportunity. Off ROW vegetation successfully emerging onto ROW; species biodiversity has been maintained."
67691780-af41-414b-a0c2-aa33a3442cdc,28,1,"June 6, 2017 - Sunset creek at KP 8+350 stable. Both banks are 80-100% vegetated compared to off ROW. Grasses and coniferous shrubs beginning to emerge on banks. Crib walls stable on both banks. Bed appears stable as no sedimentation was observed. Low flow of water at time of assessment. No signs of instability at watercourse crossing."
67691780-af41-414b-a0c2-aa33a3442cdc,28,2,"June 6, 2017   - KP 9+385 – sign repaired, issue resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,29,1,"June 6, 2017 - Sunset creek at KP 8+350 stable. Both banks are 80-100% vegetated compared to off ROW. Grasses and coniferous shrubs beginning to emerge on banks. Crib walls stable on both banks. Bed appears stable as no sedimentation was observed. Low flow of water at time of assessment. No signs of instability at watercourse crossing."
67691780-af41-414b-a0c2-aa33a3442cdc,29,2,"June 6, 2017   - KP 9+385 – sign repaired, issue resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,30,1,"June 6, 2017 - Vegetation establishment 80-100% comparable to off ROW control. Good establishment of grass and alfalfa throughout tract. Grazing occurring."
67691780-af41-414b-a0c2-aa33a3442cdc,30,2,"June 6, 2017  - No noxious weeds were observed in tract."
67691780-af41-414b-a0c2-aa33a3442cdc,31,1,"June 6, 2017 - Vegetation establishment 80-100% comparable to off ROW control. Good establishment of grass and alfalfa throughout tract."
67691780-af41-414b-a0c2-aa33a3442cdc,31,2,"June 6, 2017  - No noxious weeds were observed in tract."
67691780-af41-414b-a0c2-aa33a3442cdc,32,1,"June 6, 2017 Pasture Portion - Vegetation establishment 80-100% comparable to off ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,32,2,"June 6, 2017  - KP 9+530 - Canada thistle observed, recommend weed control."
67691780-af41-414b-a0c2-aa33a3442cdc,32,3,"June 12, 2017 – KP 9+530 – weed control conducted on Canada thistle, issue resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,32,4,"June 12, 2017  - Shrubby swamp from KP 9+520 to 9+570 appears stable. Minimal disturbance construction through wetland resulted in majority of mature vegetation to remain. Excellent establishment of willows and poplars within wetland. Good establishment of vegetation indicating hydrology is maintained. No issues. This wetland appears to be at full, proper functionality. Pre-construction contours have been achieved with sufficient amount of vegetation establishment, maintained hydrology, water quality, substrate function and habitat opportunity. Species biodiversity has been maintained."
67691780-af41-414b-a0c2-aa33a3442cdc,32,5,"June 12, 2017  - No erosion or subsidence was observed in tract. Forested Portion - Vegetation establishment 80-100% comparable to off ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,32,6,"June 12, 2017  - KP 10+435 - Canada thistle observed, recommend weed control."
67691780-af41-414b-a0c2-aa33a3442cdc,32,7,"June 12, 2017 – KP 10+435 - weed control conducted on Canada thistle, issue resolved August 21, 2017 – KP 9+540, 9+960, and 10+422 - Intermittent weed control implemented on Canada thistle. Issues resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,33,1,"June 6, 2017 Pasture Portion - Vegetation establishment 80-100% comparable to off ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,33,2,"June 6, 2017  - KP 9+530 - Canada thistle observed, recommend weed control."
67691780-af41-414b-a0c2-aa33a3442cdc,33,3,"June 12, 2017 – KP 9+530 – weed control conducted on Canada thistle, issue resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,33,4,"June 12, 2017  - Shrubby swamp from KP 9+520 to 9+570 appears stable. Minimal disturbance construction through wetland resulted in majority of mature vegetation to remain. Excellent establishment of willows and poplars within wetland. Good establishment of vegetation indicating hydrology is maintained. No issues. This wetland appears to be at full, proper functionality. Pre-construction contours have been achieved with sufficient amount of vegetation establishment, maintained hydrology, water quality, substrate function and habitat opportunity. Species biodiversity has been maintained."
67691780-af41-414b-a0c2-aa33a3442cdc,33,5,"June 12, 2017  - No erosion or subsidence was observed in tract. Forested Portion - Vegetation establishment 80-100% comparable to off ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,33,6,"June 12, 2017  - KP 10+435 - Canada thistle observed, recommend weed control."
67691780-af41-414b-a0c2-aa33a3442cdc,33,7,"June 12, 2017 – KP 10+435 - weed control conducted on Canada thistle, issue resolved August 21, 2017 – KP 9+540, 9+960, and 10+422 - Intermittent weed control implemented on Canada thistle. Issues resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,34,1,"June 6, 2017 Pasture Portion - Vegetation establishment 80-100% comparable to off ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,34,2,"June 6, 2017  - KP 9+530 - Canada thistle observed, recommend weed control."
67691780-af41-414b-a0c2-aa33a3442cdc,34,3,"June 12, 2017 – KP 9+530 – weed control conducted on Canada thistle, issue resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,34,4,"June 12, 2017  - Shrubby swamp from KP 9+520 to 9+570 appears stable. Minimal disturbance construction through wetland resulted in majority of mature vegetation to remain. Excellent establishment of willows and poplars within wetland. Good establishment of vegetation indicating hydrology is maintained. No issues. This wetland appears to be at full, proper functionality. Pre-construction contours have been achieved with sufficient amount of vegetation establishment, maintained hydrology, water quality, substrate function and habitat opportunity. Species biodiversity has been maintained."
67691780-af41-414b-a0c2-aa33a3442cdc,34,5,"June 12, 2017  - No erosion or subsidence was observed in tract. Forested Portion - Vegetation establishment 80-100% comparable to off ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,34,6,"June 12, 2017  - KP 10+435 - Canada thistle observed, recommend weed control."
67691780-af41-414b-a0c2-aa33a3442cdc,34,7,"June 12, 2017 – KP 10+435 - weed control conducted on Canada thistle, issue resolved August 21, 2017 – KP 9+540, 9+960, and 10+422 - Intermittent weed control implemented on Canada thistle. Issues resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,35,1,"June 6, 2017 - Vegetation establishment 80-100% comparable to off ROW. Good establishment of grasses, willows and poplar throughout tract."
67691780-af41-414b-a0c2-aa33a3442cdc,35,2,"June 6, 2017   - KP 10+570 to 10+980 – Intermittent Canada thistle and bull thistle observed, recommend weed control. June 12, 2017 – KP 10+570 to 10+980 – Intermittent weed control implemented on Canada thistle and bull thistle. Issue resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,35,3,"August 21, 2017 – KP 10+525 to 11+525 – Intermittent weed control implemented on Canada thistle, bull thistle and perennial sow thistle. Issues resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,36,1,"June 6, 2017 - Vegetation establishment 80-100% comparable to off ROW. Good establishment of grasses, willows and poplar throughout tract."
67691780-af41-414b-a0c2-aa33a3442cdc,36,2,"June 6, 2017   - KP 10+570 to 10+980 – Intermittent Canada thistle and bull thistle observed, recommend weed control. June 12, 2017 – KP 10+570 to 10+980 – Intermittent weed control implemented on Canada thistle and bull thistle. Issue resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,36,3,"August 21, 2017 – KP 10+525 to 11+525 – Intermittent weed control implemented on Canada thistle, bull thistle and perennial sow thistle. Issues resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,37,1,"June 6, 2017 - Vegetation cover on the ROW is 80 to 100% compared to off ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,37,2,- No noxious weeds were observed.
67691780-af41-414b-a0c2-aa33a3442cdc,37,3,"- KP 11+075, diversion berm repair completed last year appears to have stabilized erosion as area is fully vegetated. Issue resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,37,4,"August 21, 2017 – KP 11+060 – Weed control implemented on Canada thistle. Issue resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,38,1,"June 6, 2017 - Vegetation cover on the ROW is 80 to 100% compared to off ROW control."
67691780-af41-414b-a0c2-aa33a3442cdc,38,2,"- KP 11+650, Subsidence observed. The area is fully vegetated, stable and is not affecting land use. No work recommended, issue resolved."
67691780-af41-414b-a0c2-aa33a3442cdc,38,3,"- KP 11+925 to 11+975 – Intermittent bull thistle individuals observed, recommend weed control - Diversion berms in ¼ have 80-100% vegetation cover compared to off ROW, are stable, and functioning appropriately."
